Rut Proveedor,Nombre Empresa,Nro Licitación Pública,CodigoOC,Proviene de Gran Compra,IDProductoCM,Producto,Tipo de Producto,Marca,Modelo,Cantidad,Rut Unidad de Compra,Unidad de Compra,Fecha Envío OC,Región Unidad de Compra,Institución,Sector,year,month
80.522.900-4,KOVACS SPA,2239-4-LR17,2939-280-CM21,No,1670017,SEDÁN TOYOTA COROLLA XEI 2.0 6MT 2021,SEDÁN,TOYOTA,COROLLA XEI 2.0 6MT,1,60.506.000-5,JEFATURA NACIONAL DE APOYO POLICIAL,2021-07-26,Metropolitana,Policía de Investigaciones de Chile,FFAA,2021,7
80.522.900-4,KOVACS SPA,2239-4-LR17,2939-280-CM21,No,1670189,SEDÁN NISSAN VERSA SENSE MT 2021,SEDÁN,NISSAN,VERSA SENSE MT,1,60.506.000-5,JEFATURA NACIONAL DE APOYO POLICIAL,2021-07-26,Metropolitana,Policía de Investigaciones de Chile,FFAA,2021,7
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,3153-188-CM21,No,1669249,SUV TOYOTA RUSH 1.5 XEI AT 2021,SUV,TOYOTA,RUSH 1.5 XEI AT,1,69.180.500-k,Departamento Adquisiciones,2021-07-28,Araucania,Ilustre Municipalidad de Collipulli,Municipalidades,2021,7
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,3656-657-CM21,No,1670230,CAMIONETA TOYOTA 4X2 2.4 MT DX 2021,CAMIONETA,TOYOTA,4X2 2.4 MT DX,1,69.081.300-9,Ilustre Municipalidad de Requínoa,2021-07-29,Ohiggins,I MUNICIPALIDAD DE REQUINOA,Municipalidades,2021,7
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,4401-342-CM21,No,1703422,HATCHBACK HYUNDAI GRAND I-10 AI3 HB 1.2 MT PLUS 2021,SEDÁN,HYUNDAI,GRAND I-10 AI3 HB 1.2 MT PLUS,1,69.110.500-8,DEPARTAMENTO SALUD MUNICIPALIDAD DE SAN CLEMENTE,2021-07-30,Maule,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,2021,7
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1062018-98-CM21,No,1668738,SUV MITSUBISHI ASX 4X2 MT 2021,SUV,MITSUBISHI,ASX 4X2 MT,1,62.000.410-3,Unidad de Estudio y Gestión,2021-07-30,Araucania,DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ,"Gob. Central, Universidades",2021,7
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1062018-100-CM21,No,1668738,SUV MITSUBISHI ASX 4X2 MT 2021,SUV,MITSUBISHI,ASX 4X2 MT,1,62.000.410-3,Unidad de Estudio y Gestión,2021-07-30,Araucania,DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ,"Gob. Central, Universidades",2021,7
76.005.909-9,COMERCIAL MOTORES DE LOS ANDES SPA,2239-4-LR17,1159810-1-CM21,No,1670558,CAMIONETA MAXUS T60 GL 4X4 D20 2021,CAMIONETA,MAXUS,T60 GL 4X4 D20,1,69.080.800-5,Dirección de Rentas y Fiscalización,2021-08-02,Ohiggins,Ilustre Municipalidad de Las Cabras,Municipalidades,2021,8
92.909.000-4,CURIFOR S.A.,2239-4-LR17,593951-26-CM21,No,1670527,CAMIONETA FORD RANGER DSL XL 4X2 2.2L 2021,CAMIONETA,FORD,RANGER DSL XL 4X2 2.2L,1,70.574.900-0,Departamento de Abastecimiento de Fundación Integra,2021-08-05,Metropolitana,Fundación Integra,Otros,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2983-254-CM21,Sí,1668688,SUV TOYOTA 4RUNNER 4X4 SR5 CONTROL VOLANTE * NUEVA 2021,SUV,TOYOTA,4RUNNER 4X4 SR5 CONTROL VOLANTE * NUEVA,9,60.506.000-5,LOGISTICA PUNTA ARENAS,2021-08-30,Magallanes,Policía de Investigaciones de Chile,FFAA,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,2421-1168-CM21,No,1669210,SUV TOYOTA RAV4 2.0L LE AUT 2021,SUV,TOYOTA,RAV4 2.0L LE AUT,1,69.256.900-8,DIRECCION DE SALUD MUNICIPAL DE CONCEPCION,2021-08-09,Biobio,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4172-610-CM21,No,1670138,SEDÁN CHEVROLET SAIL NB 1.5 LS ABS L 2021,SEDÁN,CHEVROLET,SAIL NB 1.5 LS ABS L,2,69.130.500-7,Salud,2021-08-09,Maule,ILUSTRE MUNICIPALIDAD DE COLBUN,Municipalidades,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,730736-290-CM21,No,1670299,CAMIONETA CHEVROLET COLORADO LT AT 2.8TD 4WD M 2021,CAMIONETA,CHEVROLET,COLORADO LT AT 2.8TD 4WD M,1,69.090.900-6,Adquisiciones,2021-08-10,Ohiggins,I MUNICIPALIDAD DE PAREDONES,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2776-364-CM21,No,1669529,SUV NISSAN X-TRAIL 2.5L SENSE AUT 2FILAS 2021,SUV,NISSAN,X-TRAIL 2.5L SENSE AUT 2FILAS,1,69.081.200-2,ADQUISICION MUNICIPAL,2021-08-10,Ohiggins,I MUNICIPALIDAD DE RENGO,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3594-512-CM21,No,1669136,SUV CHEVROLET NEW TRAILBLAZER PREMIER AT 2.8D 4WD 2021,SUV,CHEVROLET,NEW TRAILBLAZER PREMIER AT 2.8D 4WD,1,69.140.200-2,Municipalidad de Portezuelo,2021-08-11,Nuble,I MUNICIPALIDAD DE PORTEZUELO,Municipalidades,2021,8
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,751-211-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,1,72.232.200-2,Gobierno Regional de Atacama,2021-08-13,Atacama,Gobierno Regional de Atacama,"Gob. Central, Universidades",2021,8
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,732-228-CM21,No,1694991,CAMIONETA NISSAN NAVARA CD XE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD XE 4X4,1,61.701.000-3,Ministerio de Minería - Subsecretaría,2021-08-13,Metropolitana,SUBSECRETARIA DEL MINISTERIO DE MINERIA,"Gob. Central, Universidades",2021,8
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,3181-384-CM21,No,1670293,CAMIONETA SUZUKI CARRY PICK UP 2021,CAMIONETA,SUZUKI,CARRY PICK UP,2,69.080.200-7,ILUSTRE MUNICIPALIDAD DE MACHALI,2021-08-13,Ohiggins,Ilustre Municipalidad de Machali,Municipalidades,2021,8
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,3447-1686-CM21,No,1669938,SEDÁN HYUNDAI ACCENT HCI 1.6 AT VALUE 2021,SEDÁN,HYUNDAI,ACCENT HCI 1.6 AT VALUE,3,69.265.100-6,Direccion de Administracion y Finanzas,2021-08-18,Tarapaca,Municipalidad de Alto Hospicio,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4322-138-CM21,No,1670344,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 2021,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,1,69.190.300-1,Adquisiciones,2021-08-17,Araucania,Ilustre Municipalidad de Perquenco,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4322-139-CM21,No,1669222,SUV TOYOTA RAV4 LE 2.5 4X2 CVT HV 2021,SUV,TOYOTA,RAV4 LE 2.5 4X2 CVT HV,1,69.190.300-1,Adquisiciones,2021-08-17,Araucania,Ilustre Municipalidad de Perquenco,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1725-511-CM21,Sí,1670378,CAMIONETA MITSUBISHI L-200 2.4L WORK CR 4X2 2021,CAMIONETA,MITSUBISHI,L-200 2.4L WORK CR 4X2,3,60.901.002-9,Consejo Nacional de la Cultura y las Artes,2021-08-20,Valparaiso,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,"Gob. Central, Universidades",2021,8
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,4099-211-CM21,No,1670549,CAMIONETA MAXUS T60 2.8L DX 4X2 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X2,2,69.073.300-5,Secretaria Comunal de Planificación,2021-08-17,Metropolitana,I MUNICIPALIDAD DE MARIA PINTO,Municipalidades,2021,8
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,3486-360-CM21,No,1670204,SEDÁN TOYOTA YARIS 1.5L GLI 2021,SEDÁN,TOYOTA,YARIS 1.5L GLI,1,69.190.400-8,Departamento De Salud,2021-08-17,Araucania,I MUNICIPALIDAD DE NUEVA IMPERIAL,Municipalidades,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,3982-301-CM21,No,1670299,CAMIONETA CHEVROLET COLORADO LT AT 2.8TD 4WD M 2021,CAMIONETA,CHEVROLET,COLORADO LT AT 2.8TD 4WD M,1,69.090.900-6,Educación,2021-08-20,Ohiggins,I MUNICIPALIDAD DE PAREDONES,Municipalidades,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,3624-289-CM21,No,1670459,CAMIONETA NISSAN NP300 NAVARA D23 DC XE 2.3D MT - RADIO 2021,CAMIONETA,NISSAN,NP300 NAVARA D23 DC XE 2.3D MT - RADIO,1,69.060.600-3,Municipalidad De Nogales,2021-08-19,Valparaiso,I MUNICIPALIDAD DE NOGALES,Municipalidades,2021,8
94.141.000-6,DERCO S.P.A,2239-4-LR17,4255-329-CM21,No,1673837,CAMIONETA JAC T6 2.0L COMFORT 4X2 DIESEL 2021,CAMIONETA,JAC,T6 2.0L COMFORT 4X2 DIESEL,1,69.140.700-4,Educación,2021-08-19,Nuble,ILUSTRE MUNICIPALIDAD DE SAN FABIAN,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1165648-361-CM21,No,1694988,CAMIONETA NISSAN NAVARA CD SE 4X2 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X2,1,69.061.100-7,Departamento de Salud,2021-08-31,Valparaiso,Ilustre Municipalidad de Limache,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1048-528-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,1,69.073.700-0,Ilustre Municipalidad de El Tabo,2021-08-20,Valparaiso,Ilustre Municipalidad de El Tabo,Municipalidades,2021,8
94.141.000-6,DERCO S.P.A,2239-4-LR17,2697-27-CM21,No,1670293,CAMIONETA SUZUKI CARRY PICK UP 2021,CAMIONETA,SUZUKI,CARRY PICK UP,2,69.073.600-4,MUNICIPALIDAD DE CARTAGENA-SECPLA,2021-08-23,Valparaiso,MUNICIPALIDAD DE CARTAGENA,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3797-550-CM21,No,1670399,CAMIONETA MITSUBISHI L200 KATANA CRM 4X4 2021,CAMIONETA,MITSUBISHI,L200 KATANA CRM 4X4,1,69.254.500-1,I MUNICIPALIDAD DE COCHRANE,2021-08-23,Aysen,I MUNICIPALIDAD DE COCHRANE,Municipalidades,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,1077204-568-CM21,No,1670345,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 2021,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,1,61.607.000-2,ADMINISTRACIÓN DE FONDOS,2021-08-30,Nuble,Servicio de Salud Nuble,Salud,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3504-1361-CM21,No,1670376,CAMIONETA MITSUBISHI L-200 2.4L KATANA CRT 4X4 2021,CAMIONETA,MITSUBISHI,L-200 2.4L KATANA CRT 4X4,1,69.230.300-8,Adquisiciones,2021-08-26,Los Lagos,I MUNICIPALIDAD DE DALCAHUE,Municipalidades,2021,8
79.567.420-9,KIA CHILE SPA,2239-4-LR17,3916-420-CM21,No,1669315,SUV KIA SELTOS 1.6L EX FULL 2021,SUV,KIA,SELTOS 1.6L EX FULL,1,69.020.500-9,Bodegas E Inventario,2021-08-26,Antofagasta,Ilustre Municipalidad de Taltal,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3477-410-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,2,69.190.800-3,Area Municipal,2021-08-26,Araucania,I MUNICIPALIDAD DE VILCUN,Municipalidades,2021,8
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,2333-1041-CM21,No,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,1,69.130.300-4,ILUSTRE MUNICIPALIDAD DE LINARES,2021-08-27,Maule,ILUSTRE MUNICIPALIDAD DE LINARES,Municipalidades,2021,8
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,2333-1041-CM21,No,1670204,SEDÁN TOYOTA YARIS 1.5L GLI 2021,SEDÁN,TOYOTA,YARIS 1.5L GLI,2,69.130.300-4,ILUSTRE MUNICIPALIDAD DE LINARES,2021-08-27,Maule,ILUSTRE MUNICIPALIDAD DE LINARES,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3807-193-CM21,No,1670376,CAMIONETA MITSUBISHI L-200 2.4L KATANA CRT 4X4 2021,CAMIONETA,MITSUBISHI,L-200 2.4L KATANA CRT 4X4,1,69.120.200-3,Adquisiciones Municipales,2021-08-30,Maule,I MUNICIPALIDAD DE EMPEDRADO,Municipalidades,2021,8
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4468-109-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,1,69.253.200-7,Municipal,2021-08-30,Antofagasta,Ilustre Municipalidad de Sierra Gorda,Municipalidades,2021,8
76.005.909-9,COMERCIAL MOTORES DE LOS ANDES SPA,2239-4-LR17,4352-328-CM21,No,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,1,69.141.400-0,Adquisiciones y Finanzas,2021-08-30,Nuble,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,2021,8
80.522.900-4,KOVACS SPA,2239-4-LR17,3608-338-CM21,No,1670440,CAMIONETA NISSAN NAVARA NP300 2.3L XE 4X4 DC AUDIO 2021,CAMIONETA,NISSAN,NAVARA NP300 2.3L XE 4X4 DC AUDIO,1,69.190.600-0,I MUNICIPALIDAD DE SAAVEDRA,2021-08-31,Araucania,I MUNICIPALIDAD DE SAAVEDRA,Municipalidades,2021,8
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2483-821-CM21,No,1670175,SEDÁN HYUNDAI VERNA CB 1.4 MT PLUS 2021,SEDÁN,HYUNDAI,VERNA CB 1.4 MT PLUS,2,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2021-09-15,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2021,9
80.522.900-4,KOVACS SPA,2239-4-LR17,1180837-12-CM21,No,1670437,CAMIONETA NISSAN NAVARA NP300 2.3L XE 4X2 DC 2021,CAMIONETA,NISSAN,NAVARA NP300 2.3L XE 4X2 DC,1,61.606.600-5,COMPRAS CONVENIO GORE QUINTA REGION,2021-09-03,Valparaiso,SERVICIO SALUD VINA DEL MAR QUILLOTA,Salud,2021,9
80.522.900-4,KOVACS SPA,2239-4-LR17,1180837-12-CM21,No,1669210,SUV TOYOTA RAV4 2.0L LE AUT 2021,SUV,TOYOTA,RAV4 2.0L LE AUT,1,61.606.600-5,COMPRAS CONVENIO GORE QUINTA REGION,2021-09-03,Valparaiso,SERVICIO SALUD VINA DEL MAR QUILLOTA,Salud,2021,9
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,1165648-383-CM21,No,1668745,SUV CITROEN BERLINGO MULTISPACE XL 1.6 BLUEHDI 100 BVM 7 P 2021,SUV,CITROEN,BERLINGO MULTISPACE XL 1.6 BLUEHDI 100 BVM 7 P,1,69.061.100-7,Departamento de Salud,2021-09-02,Valparaiso,Ilustre Municipalidad de Limache,Municipalidades,2021,9
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3912-28-CM21,No,1669092,SUV MITSUBISHI MONTERO SPORT 2.4 4WD MT 2021,SUV,MITSUBISHI,MONTERO SPORT 2.4 4WD MT,1,69.040.600-4,Secplan,2021-09-08,Coquimbo,I MUNICIPALIDAD PAIHUANO,Municipalidades,2021,9
76.758.790-2,HVCCSA,2239-4-LR17,2332-1366-CM21,No,1670646,FURGÓN HYUNDAI H-350 FURGON SOLATI CARGO VAN 2021,FURGÓN,HYUNDAI,H-350 FURGON SOLATI CARGO VAN,1,69.220.100-0,Oficina de Adquisiciones del Departamento de Salud,2021-09-07,Los Lagos,Municipalidad de Puerto Montt,Municipalidades,2021,9
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,3693-149-CM21,No,1703352,SUV HYUNDAI SANTA FE TM 2.5 AT 4WD VALUE FL 2021,SUV,HYUNDAI,SANTA FE TM 2.5 AT 4WD VALUE FL,1,69.061.700-5,Departamento SECPLA,2021-09-09,Valparaiso,I MUNICIPALIDAD DE EL QUISCO,Municipalidades,2021,9
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3986-269-CM21,No,1670366,CAMIONETA MITSUBISHI L 200 DC 4X4 TD DAKAR CRS AT 2021,CAMIONETA,MITSUBISHI,L 200 DC 4X4 TD DAKAR CRS AT,1,69.200.200-8,MUNICIPALIDAD DE CORRAL,2021-09-07,Los Rios,Municipalidad de Corral,Municipalidades,2021,9
80.522.900-4,KOVACS SPA,2239-4-LR17,3944-231-CM21,No,1670345,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 2021,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,1,69.091.500-6,Departamento de Salud,2021-09-07,Ohiggins,Ilustre Municipalidad de Peralillo,Municipalidades,2021,9
76.005.909-9,COMERCIAL MOTORES DE LOS ANDES SPA,2239-4-LR17,3326-180-CM21,No,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,1,61.938.500-4,Depto.Transportes L.3,2021-09-09,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2021,9
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,3946-1005-CM21,No,1668745,SUV CITROEN BERLINGO MULTISPACE XL 1.6 BLUEHDI 100 BVM 7 P 2021,SUV,CITROEN,BERLINGO MULTISPACE XL 1.6 BLUEHDI 100 BVM 7 P,1,69.081.100-6,Administración y Finanzas,2021-09-08,Ohiggins,I MUNICIPALIDAD DE PICHIDEGUA,Municipalidades,2021,9
76.758.790-2,HVCCSA,2239-4-LR17,4301-407-CM21,No,1670646,FURGÓN HYUNDAI H-350 FURGON SOLATI CARGO VAN 2021,FURGÓN,HYUNDAI,H-350 FURGON SOLATI CARGO VAN,1,69.050.400-6,IMUNI_ ZAPALLAR,2021-09-09,Valparaiso,I MUNICIPALIDAD DE ZAPALLAR,Municipalidades,2021,9
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-4-LR17,4105-517-CM21,No,1694988,CAMIONETA NISSAN NAVARA CD SE 4X2 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X2,2,69.051.200-9,FINANZAS,2021-09-09,Valparaiso,I MUNICIPALIDAD DE CALLE LARGA,Municipalidades,2021,9
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3659-487-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,1,69.266.500-7,Ilustre Municipalidad de Chillan Viejo,2021-09-14,Nuble,Ilustre Municipalidad de Chillan Viejo,Municipalidades,2021,9
94.141.000-6,DERCO S.P.A,2239-4-LR17,547641-254-CM21,No,1673837,CAMIONETA JAC T6 2.0L COMFORT 4X2 DIESEL 2021,CAMIONETA,JAC,T6 2.0L COMFORT 4X2 DIESEL,1,69.130.200-8,Departamento de Educacion,2021-09-15,Maule,Ilustre Municipalidad de Villa Alegre,Municipalidades,2021,9
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2728-80-CM21,No,1670376,CAMIONETA MITSUBISHI L-200 2.4L KATANA CRT 4X4 2021,CAMIONETA,MITSUBISHI,L-200 2.4L KATANA CRT 4X4,1,69.140.502-8,COMPRAS Y CONTRATACIONES DEL CEMENTERIO,2021-09-22,Nuble,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,Municipalidades,2021,9
94.141.000-6,DERCO S.P.A,2239-4-LR17,1126922-1375-CM21,No,1670583,CAMIONETA GREAT WALL WINGLE7 2.0L ELITE 4X4 2021,CAMIONETA,GREAT WALL,WINGLE7 2.0L ELITE 4X4,1,62.000.800-1,SERVICIO LOCAL DE EDUCACION PUBLICA DE LLANQUIHUE,2021-09-29,Los Lagos,SERVICIO LOCAL DE EDUCACION PUBLICA DE LLANQUIHUE,Otros,2021,9
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,1723-395-CM21,No,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,1,69.200.600-3,Ilustre Municipalidad de los Lagos,2021-09-29,Los Rios,I MUNICIPALIDAD DE LOS LAGOS,Municipalidades,2021,9
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2677-561-CM21,No,1670381,CAMIONETA MITSUBISHI L200 4X2 WORK CR 2021,CAMIONETA,MITSUBISHI,L200 4X2 WORK CR,1,69.080.500-6,Departamento de Salud,2021-09-29,Ohiggins,I MUNICIPALIDAD DE MOSTAZAL,Municipalidades,2021,9
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,85-295-CM21,Sí,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,9,60.908.000-0,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,2021-10-01,Metropolitana,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,"Gob. Central, Universidades",2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,1180742-11-CM21,No,1670091,SEDÁN NISSAN NEW VERSA 1.6L ADVANCE MT 2021,SEDÁN,NISSAN,NEW VERSA 1.6L ADVANCE MT,3,61.608.108-K,COMPRAS CONVENIO GORE RM,2021-10-13,Metropolitana,SERVICIO DE SALUD SUR UNIDAD HOSPITALARI,Salud,2021,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,2981-522-CM21,Sí,1670138,SEDÁN CHEVROLET SAIL NB 1.5 LS ABS L 2021,SEDÁN,CHEVROLET,SAIL NB 1.5 LS ABS L,10,60.506.000-5,DEPARTAMENTO ADMINISTRATIVO,2021-10-06,Metropolitana,Policía de Investigaciones de Chile,FFAA,2021,10
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,2981-522-CM21,Sí,1670682,FURGÓN CHEVROLET N400 MAX II 1.5L MT AC 2021,FURGÓN,CHEVROLET,N400 MAX II 1.5L MT AC,6,60.506.000-5,DEPARTAMENTO ADMINISTRATIVO,2021-10-06,Metropolitana,Policía de Investigaciones de Chile,FFAA,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3525-112-CM21,Sí,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,3,61.101.037-0,Jefatura del Cuerpo Militar del Trabajo - JEFCMT,2021-10-19,Metropolitana,Ejército de Chile,FFAA,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3525-112-CM21,Sí,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,3,61.101.037-0,Jefatura del Cuerpo Militar del Trabajo - JEFCMT,2021-10-19,Metropolitana,Ejército de Chile,FFAA,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3525-112-CM21,Sí,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,1,61.101.037-0,Jefatura del Cuerpo Militar del Trabajo - JEFCMT,2021-10-19,Metropolitana,Ejército de Chile,FFAA,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,2483-1008-CM21,No,1694988,CAMIONETA NISSAN NAVARA CD SE 4X2 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X2,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2021-10-04,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4738-343-CM21,No,1670402,CAMIONETA MITSUBISHI L200 WORK CR 4X2 2021,CAMIONETA,MITSUBISHI,L200 WORK CR 4X2,1,69.080.400-K,Salud,2021-10-01,Ohiggins,Ilustre Municipalidad de Codegua,Municipalidades,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3565-627-CM21,No,1694992,CAMIONETA NISSAN NAVARA CD XE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD XE 4X4,1,69.252.100-5,MUNICIPALIDAD,2021-10-01,Araucania,ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT,Municipalidades,2021,10
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,3885-362-CM21,No,1694990,CAMIONETA NISSAN NAVARA CD SE 4X4 2021,CAMIONETA,NISSAN,NAVARA CD SE 4X4,2,69.010.400-8,Municipalidad de Pica,2021-10-06,Tarapaca,I MUNICIPALIDAD DE PICA,Municipalidades,2021,10
76.005.909-9,COMERCIAL MOTORES DE LOS ANDES SPA,2239-4-LR17,4053-738-CM21,No,1670551,CAMIONETA MAXUS T60 2.8L DX 4X4 2021,CAMIONETA,MAXUS,T60 2.8L DX 4X4,1,69.200.400-0,Ilustre Municipalidad de Mariquina,2021-10-08,Los Rios,I MUNICIPALIDAD DE MARIQUINA,Municipalidades,2021,10
